timestamp,temperature_celsius
2024-09-01T08:00:00,4.466
2024-09-01T09:00:00,4.383
2024-09-01T10:00:00,3.7
2024-09-01T11:00:00,4.505
2024-09-01T12:00:00,3.841
2024-09-01T13:00:00,4.313
2024-09-01T14:00:00,4.02
2024-09-01T15:00:00,3.876
2024-09-01T16:00:00,3.458
2024-09-01T17:00:00,3.949
2024-09-01T18:00:00,3.532
2024-09-01T19:00:00,4.29
2024-09-01T20:00:00,4.455
2024-09-01T21:00:00,3.761
2024-09-01T22:00:00,4.091
2024-09-01T23:00:00,3.782
2024-09-02T00:00:00,3.811
2024-09-02T01:00:00,4.232
2024-09-02T02:00:00,3.988
2024-09-02T03:00:00,4.522
2024-09-02T04:00:00,3.855
2024-09-02T05:00:00,4.3
2024-09-02T06:00:00,4.029
2024-09-02T07:00:00,4.239
2024-09-02T08:00:00,3.866
2024-09-02T09:00:00,3.985
2024-09-02T10:00:00,3.965
2024-09-02T11:00:00,3.749
2024-09-02T12:00:00,4.199
2024-09-02T13:00:00,4.195
2024-09-02T14:00:00,4.178
2024-09-02T15:00:00,4.461
2024-09-02T16:00:00,4.435
2024-09-02T17:00:00,3.888
2024-09-02T18:00:00,4.112
2024-09-02T19:00:00,3.813
2024-09-02T20:00:00,4.007
2024-09-02T21:00:00,3.82
2024-09-02T22:00:00,4.486
2024-09-02T23:00:00,4.109
2024-09-03T00:00:00,3.935
2024-09-03T01:00:00,4.358
2024-09-03T02:00:00,3.349
2024-09-03T03:00:00,3.396
2024-09-03T04:00:00,4.239
2024-09-03T05:00:00,4.018
2024-09-03T06:00:00,4.075
2024-09-03T07:00:00,3.602
2024-09-03T08:00:00,3.993
2024-09-03T09:00:00,4.601
2024-09-03T10:00:00,4.247
2024-09-03T11:00:00,4.051
2024-09-03T12:00:00,3.868
2024-09-03T13:00:00,3.882
2024-09-03T14:00:00,3.361
2024-09-03T15:00:00,4.077
2024-09-03T16:00:00,4.254
2024-09-03T17:00:00,3.527
2024-09-03T18:00:00,3.802
2024-09-03T19:00:00,3.653
2024-09-03T20:00:00,3.71
2024-09-03T21:00:00,4.016
2024-09-03T22:00:00,3.375
2024-09-03T23:00:00,4.184
2024-09-04T00:00:00,4.226
2024-09-04T01:00:00,3.925
2024-09-04T02:00:00,3.256
2024-09-04T03:00:00,3.701
2024-09-04T04:00:00,4.37
2024-09-04T05:00:00,3.167
2024-09-04T06:00:00,3.896
2024-09-04T07:00:00,3.646
2024-09-04T08:00:00,4.241
2024-09-04T09:00:00,3.797
2024-09-04T10:00:00,4.121
2024-09-04T11:00:00,4.17
2024-09-04T12:00:00,4.551
2024-09-04T13:00:00,3.939
2024-09-04T14:00:00,4.113
2024-09-04T15:00:00,3.554
2024-09-04T16:00:00,4.357
2024-09-04T17:00:00,3.772
2024-09-04T18:00:00,3.832
2024-09-04T19:00:00,3.993
2024-09-04T20:00:00,3.531
2024-09-04T21:00:00,4.069
2024-09-04T22:00:00,4.29
2024-09-04T23:00:00,4.088
2024-09-05T00:00:00,3.523
2024-09-05T01:00:00,3.963
2024-09-05T02:00:00,4.223
2024-09-05T03:00:00,3.437
2024-09-05T04:00:00,3.678
2024-09-05T05:00:00,4.263
2024-09-05T06:00:00,4.081
2024-09-05T07:00:00,4.124
2024-09-05T08:00:00,4.558
2024-09-05T09:00:00,4.141
2024-09-05T10:00:00,4.197
2024-09-05T11:00:00,4.813
2024-09-05T12:00:00,34.996
2024-09-05T13:00:00,35.257
2024-09-05T14:00:00,34.791
2024-09-05T15:00:00,4.132
2024-09-05T16:00:00,3.842
2024-09-05T17:00:00,3.69
2024-09-05T18:00:00,4.693
2024-09-05T19:00:00,4.098
2024-09-05T20:00:00,3.78
2024-09-05T21:00:00,4.275
2024-09-05T22:00:00,3.967
2024-09-05T23:00:00,3.924
2024-09-06T00:00:00,4.169
2024-09-06T01:00:00,3.612
2024-09-06T02:00:00,4.106
2024-09-06T03:00:00,4.574
2024-09-06T04:00:00,4.14
2024-09-06T05:00:00,3.887
2024-09-06T06:00:00,3.848
2024-09-06T07:00:00,3.877
2024-09-06T08:00:00,3.924
2024-09-06T09:00:00,3.887
2024-09-06T10:00:00,4.275
2024-09-06T11:00:00,3.48
2024-09-06T12:00:00,4.259
2024-09-06T13:00:00,3.886
2024-09-06T14:00:00,4.113
2024-09-06T15:00:00,3.662
2024-09-06T16:00:00,4.399
2024-09-06T17:00:00,4.374
2024-09-06T18:00:00,4.288
2024-09-06T19:00:00,3.546
2024-09-06T20:00:00,4.249
2024-09-06T21:00:00,4.121
2024-09-06T22:00:00,3.518
2024-09-06T23:00:00,3.993
2024-09-07T00:00:00,4.109
2024-09-07T01:00:00,4.167
2024-09-07T02:00:00,4.053
2024-09-07T03:00:00,4.087
2024-09-07T04:00:00,4.442
2024-09-07T05:00:00,4.368
2024-09-07T06:00:00,3.14
2024-09-07T07:00:00,3.905
2024-09-07T08:00:00,3.951
2024-09-07T09:00:00,3.474
2024-09-07T10:00:00,4.028
2024-09-07T11:00:00,4.375
2024-09-07T12:00:00,3.674
2024-09-07T13:00:00,4.101
2024-09-07T14:00:00,3.725
2024-09-07T15:00:00,3.798
2024-09-07T16:00:00,4.443
2024-09-07T17:00:00,3.837
2024-09-07T18:00:00,4.139
2024-09-07T19:00:00,3.439
2024-09-07T20:00:00,4.559
2024-09-07T21:00:00,4.181
2024-09-07T22:00:00,3.945
2024-09-07T23:00:00,4.173
2024-09-08T00:00:00,3.577
2024-09-08T01:00:00,4.355
2024-09-08T02:00:00,3.903
2024-09-08T03:00:00,3.939
2024-09-08T04:00:00,3.853
2024-09-08T05:00:00,3.826
2024-09-08T06:00:00,4.208
2024-09-08T07:00:00,4.077
2024-09-08T08:00:00,4.196
