timestamp,temperature_celsius
2024-09-01T08:00:00,4.191
2024-09-01T09:00:00,3.838
2024-09-01T10:00:00,4.344
2024-09-01T11:00:00,3.282
2024-09-01T12:00:00,3.764
2024-09-01T13:00:00,3.494
2024-09-01T14:00:00,3.752
2024-09-01T15:00:00,4.074
2024-09-01T16:00:00,3.946
2024-09-01T17:00:00,3.924
2024-09-01T18:00:00,3.952
2024-09-01T19:00:00,4.061
2024-09-01T20:00:00,3.697
2024-09-01T21:00:00,4.212
2024-09-01T22:00:00,4.199
2024-09-01T23:00:00,4.116
2024-09-02T00:00:00,4.167
2024-09-02T01:00:00,4.089
2024-09-02T02:00:00,4.611
2024-09-02T03:00:00,3.974
2024-09-02T04:00:00,12.42
2024-09-02T05:00:00,11.61
2024-09-02T06:00:00,11.636
2024-09-02T07:00:00,12.223
2024-09-02T08:00:00,11.911
2024-09-02T09:00:00,12.259
2024-09-02T10:00:00,4.1
2024-09-02T11:00:00,4.015
2024-09-02T12:00:00,3.77
2024-09-02T13:00:00,4.27
2024-09-02T14:00:00,4.222
2024-09-02T15:00:00,3.952
2024-09-02T16:00:00,3.804
2024-09-02T17:00:00,4.165
2024-09-02T18:00:00,4.056
2024-09-02T19:00:00,3.566
2024-09-02T20:00:00,3.98
2024-09-02T21:00:00,4.079
2024-09-02T22:00:00,3.73
2024-09-02T23:00:00,4.057
2024-09-03T00:00:00,3.564
2024-09-03T01:00:00,4.401
2024-09-03T02:00:00,4.374
2024-09-03T03:00:00,3.924
2024-09-03T04:00:00,4.109
2024-09-03T05:00:00,3.277
2024-09-03T06:00:00,3.653
2024-09-03T07:00:00,3.912
2024-09-03T08:00:00,3.678
2024-09-03T09:00:00,4.214
2024-09-03T10:00:00,4.599
2024-09-03T11:00:00,3.647
2024-09-03T12:00:00,3.749
2024-09-03T13:00:00,4.071
2024-09-03T14:00:00,4.483
2024-09-03T15:00:00,3.633
2024-09-03T16:00:00,4.075
2024-09-03T17:00:00,4.546
2024-09-03T18:00:00,3.504
2024-09-03T19:00:00,3.616
2024-09-03T20:00:00,3.873
2024-09-03T21:00:00,3.844
2024-09-03T22:00:00,4.244
2024-09-03T23:00:00,4.072
2024-09-04T00:00:00,3.468
2024-09-04T01:00:00,4.155
2024-09-04T02:00:00,3.827
2024-09-04T03:00:00,4.382
2024-09-04T04:00:00,3.812
2024-09-04T05:00:00,3.809
2024-09-04T06:00:00,4.162
2024-09-04T07:00:00,4.229
2024-09-04T08:00:00,4.134
2024-09-04T09:00:00,3.494
2024-09-04T10:00:00,4.161
2024-09-04T11:00:00,3.69
2024-09-04T12:00:00,4.071
2024-09-04T13:00:00,3.573
2024-09-04T14:00:00,4.134
2024-09-04T15:00:00,3.758
2024-09-04T16:00:00,17.995
2024-09-04T17:00:00,18.281
2024-09-04T18:00:00,17.586
2024-09-04T19:00:00,3.816
2024-09-04T20:00:00,4.435
2024-09-04T21:00:00,3.868
2024-09-04T22:00:00,4.01
2024-09-04T23:00:00,4.081
2024-09-05T00:00:00,3.814
2024-09-05T01:00:00,4.141
2024-09-05T02:00:00,3.84
2024-09-05T03:00:00,3.877
2024-09-05T04:00:00,4.409
2024-09-05T05:00:00,3.688
2024-09-05T06:00:00,3.276
2024-09-05T07:00:00,4.483
2024-09-05T08:00:00,4.765
2024-09-05T09:00:00,3.878
2024-09-05T10:00:00,3.419
2024-09-05T11:00:00,3.907
2024-09-05T12:00:00,3.914
2024-09-05T13:00:00,3.943
2024-09-05T14:00:00,3.666
2024-09-05T15:00:00,4.174
2024-09-05T16:00:00,4.157
2024-09-05T17:00:00,3.552
2024-09-05T18:00:00,4.21
2024-09-05T19:00:00,4.616
2024-09-05T20:00:00,4.052
2024-09-05T21:00:00,3.899
2024-09-05T22:00:00,3.957
2024-09-05T23:00:00,4.185
2024-09-06T00:00:00,3.481
2024-09-06T01:00:00,4.049
2024-09-06T02:00:00,3.883
2024-09-06T03:00:00,4.554
2024-09-06T04:00:00,3.948
2024-09-06T05:00:00,4.5
2024-09-06T06:00:00,3.669
2024-09-06T07:00:00,4.176
2024-09-06T08:00:00,4.096
2024-09-06T09:00:00,3.739
2024-09-06T10:00:00,4.053
2024-09-06T11:00:00,4.364
2024-09-06T12:00:00,3.903
2024-09-06T13:00:00,3.492
2024-09-06T14:00:00,3.995
2024-09-06T15:00:00,3.729
2024-09-06T16:00:00,3.897
2024-09-06T17:00:00,3.976
2024-09-06T18:00:00,13.995
2024-09-06T19:00:00,13.916
2024-09-06T20:00:00,13.514
2024-09-06T21:00:00,13.375
2024-09-06T22:00:00,14.274
2024-09-06T23:00:00,13.86
2024-09-07T00:00:00,13.591
2024-09-07T01:00:00,13.962
2024-09-07T02:00:00,3.605
2024-09-07T03:00:00,4.251
2024-09-07T04:00:00,4.105
2024-09-07T05:00:00,4.715
2024-09-07T06:00:00,4.126
2024-09-07T07:00:00,4.116
2024-09-07T08:00:00,3.95
2024-09-07T09:00:00,4.245
2024-09-07T10:00:00,4.188
2024-09-07T11:00:00,4.376
2024-09-07T12:00:00,3.844
2024-09-07T13:00:00,3.869
2024-09-07T14:00:00,3.856
2024-09-07T15:00:00,4.237
2024-09-07T16:00:00,4.45
2024-09-07T17:00:00,3.862
2024-09-07T18:00:00,3.873
2024-09-07T19:00:00,4.094
2024-09-07T20:00:00,3.926
2024-09-07T21:00:00,4.286
2024-09-07T22:00:00,3.324
2024-09-07T23:00:00,3.752
2024-09-08T00:00:00,3.765
2024-09-08T01:00:00,3.304
2024-09-08T02:00:00,3.711
2024-09-08T03:00:00,3.725
2024-09-08T04:00:00,3.94
2024-09-08T05:00:00,4.334
2024-09-08T06:00:00,3.926
2024-09-08T07:00:00,3.691
2024-09-08T08:00:00,3.983
