timestamp,temperature_celsius
2024-09-01T08:00:00,3.988
2024-09-01T09:00:00,3.804
2024-09-01T10:00:00,4.134
2024-09-01T11:00:00,3.864
2024-09-01T12:00:00,3.632
2024-09-01T13:00:00,3.617
2024-09-01T14:00:00,4.052
2024-09-01T15:00:00,4.474
2024-09-01T16:00:00,4.048
2024-09-01T17:00:00,3.964
2024-09-01T18:00:00,4.086
2024-09-01T19:00:00,4.392
2024-09-01T20:00:00,4.066
2024-09-01T21:00:00,3.877
2024-09-01T22:00:00,4.332
2024-09-01T23:00:00,4.129
2024-09-02T00:00:00,4.461
2024-09-02T01:00:00,4.055
2024-09-02T02:00:00,3.633
2024-09-02T03:00:00,3.59
2024-09-02T04:00:00,4.495
2024-09-02T05:00:00,4.517
2024-09-02T06:00:00,3.946
2024-09-02T07:00:00,3.885
2024-09-02T08:00:00,4.438
2024-09-02T09:00:00,3.668
2024-09-02T10:00:00,3.732
2024-09-02T11:00:00,4.193
2024-09-02T12:00:00,3.882
2024-09-02T13:00:00,3.998
2024-09-02T14:00:00,3.951
2024-09-02T15:00:00,4.101
2024-09-02T16:00:00,4.422
2024-09-02T17:00:00,4.027
2024-09-02T18:00:00,4.193
2024-09-02T19:00:00,3.385
2024-09-02T20:00:00,3.985
2024-09-02T21:00:00,3.747
2024-09-02T22:00:00,3.634
2024-09-02T23:00:00,3.737
2024-09-03T00:00:00,3.9
2024-09-03T01:00:00,4.275
2024-09-03T02:00:00,3.602
2024-09-03T03:00:00,4.009
2024-09-03T04:00:00,3.855
2024-09-03T05:00:00,3.902
2024-09-03T06:00:00,4.301
2024-09-03T07:00:00,4.161
2024-09-03T08:00:00,15.347
2024-09-03T09:00:00,15.183
2024-09-03T10:00:00,14.313
2024-09-03T11:00:00,15.091
2024-09-03T12:00:00,4.073
2024-09-03T13:00:00,4.053
2024-09-03T14:00:00,3.675
2024-09-03T15:00:00,4.027
2024-09-03T16:00:00,4.068
2024-09-03T17:00:00,4.755
2024-09-03T18:00:00,4.563
2024-09-03T19:00:00,3.744
2024-09-03T20:00:00,3.914
2024-09-03T21:00:00,3.561
2024-09-03T22:00:00,3.823
2024-09-03T23:00:00,4.095
2024-09-04T00:00:00,4.362
2024-09-04T01:00:00,3.781
2024-09-04T02:00:00,3.804
2024-09-04T03:00:00,3.356
2024-09-04T04:00:00,3.951
2024-09-04T05:00:00,3.681
2024-09-04T06:00:00,3.841
2024-09-04T07:00:00,3.737
2024-09-04T08:00:00,3.972
2024-09-04T09:00:00,3.473
2024-09-04T10:00:00,3.56
2024-09-04T11:00:00,4.639
2024-09-04T12:00:00,3.614
2024-09-04T13:00:00,3.671
2024-09-04T14:00:00,4.551
2024-09-04T15:00:00,4.872
2024-09-04T16:00:00,3.649
2024-09-04T17:00:00,3.89
2024-09-04T18:00:00,4.102
2024-09-04T19:00:00,4.519
2024-09-04T20:00:00,3.704
2024-09-04T21:00:00,3.926
2024-09-04T22:00:00,4.233
2024-09-04T23:00:00,4.13
2024-09-05T00:00:00,3.887
2024-09-05T01:00:00,3.96
2024-09-05T02:00:00,3.588
2024-09-05T03:00:00,3.929
2024-09-05T04:00:00,3.92
2024-09-05T05:00:00,4.07
2024-09-05T06:00:00,3.833
2024-09-05T07:00:00,4.141
2024-09-05T08:00:00,4.304
2024-09-05T09:00:00,4.047
2024-09-05T10:00:00,4.106
2024-09-05T11:00:00,4.016
2024-09-05T12:00:00,4.0
2024-09-05T13:00:00,3.784
2024-09-05T14:00:00,4.095
2024-09-05T15:00:00,3.971
2024-09-05T16:00:00,4.628
2024-09-05T17:00:00,4.472
2024-09-05T18:00:00,4.116
2024-09-05T19:00:00,3.771
2024-09-05T20:00:00,3.666
2024-09-05T21:00:00,4.357
2024-09-05T22:00:00,4.079
2024-09-05T23:00:00,4.144
2024-09-06T00:00:00,3.477
2024-09-06T01:00:00,4.278
2024-09-06T02:00:00,4.136
2024-09-06T03:00:00,3.667
2024-09-06T04:00:00,3.859
2024-09-06T05:00:00,4.079
2024-09-06T06:00:00,4.016
2024-09-06T07:00:00,3.912
2024-09-06T08:00:00,3.969
2024-09-06T09:00:00,3.924
2024-09-06T10:00:00,4.046
2024-09-06T11:00:00,4.441
2024-09-06T12:00:00,3.23
2024-09-06T13:00:00,3.929
2024-09-06T14:00:00,4.053
2024-09-06T15:00:00,4.089
2024-09-06T16:00:00,3.888
2024-09-06T17:00:00,3.473
2024-09-06T18:00:00,4.098
2024-09-06T19:00:00,4.518
2024-09-06T20:00:00,3.54
2024-09-06T21:00:00,4.259
2024-09-06T22:00:00,3.901
2024-09-06T23:00:00,3.982
2024-09-07T00:00:00,3.684
2024-09-07T01:00:00,3.9
2024-09-07T02:00:00,4.39
2024-09-07T03:00:00,4.175
2024-09-07T04:00:00,4.52
2024-09-07T05:00:00,4.353
2024-09-07T06:00:00,4.132
2024-09-07T07:00:00,4.523
2024-09-07T08:00:00,4.132
2024-09-07T09:00:00,4.248
2024-09-07T10:00:00,3.911
2024-09-07T11:00:00,4.02
2024-09-07T12:00:00,3.791
2024-09-07T13:00:00,4.297
2024-09-07T14:00:00,3.647
2024-09-07T15:00:00,4.235
2024-09-07T16:00:00,3.943
2024-09-07T17:00:00,4.351
2024-09-07T18:00:00,4.225
2024-09-07T19:00:00,4.546
2024-09-07T20:00:00,4.219
2024-09-07T21:00:00,3.528
2024-09-07T22:00:00,3.98
2024-09-07T23:00:00,3.648
2024-09-08T00:00:00,3.845
2024-09-08T01:00:00,4.453
2024-09-08T02:00:00,4.191
2024-09-08T03:00:00,3.79
2024-09-08T04:00:00,3.696
2024-09-08T05:00:00,4.01
2024-09-08T06:00:00,3.635
2024-09-08T07:00:00,3.799
2024-09-08T08:00:00,4.094
