timestamp,temperature_celsius
2024-09-01T08:00:00,3.863
2024-09-01T09:00:00,4.34
2024-09-01T10:00:00,3.807
2024-09-01T11:00:00,3.982
2024-09-01T12:00:00,3.678
2024-09-01T13:00:00,4.137
2024-09-01T14:00:00,4.434
2024-09-01T15:00:00,3.977
2024-09-01T16:00:00,3.941
2024-09-01T17:00:00,3.666
2024-09-01T18:00:00,3.931
2024-09-01T19:00:00,3.522
2024-09-01T20:00:00,3.726
2024-09-01T21:00:00,4.068
2024-09-01T22:00:00,4.396
2024-09-01T23:00:00,4.843
2024-09-02T00:00:00,3.824
2024-09-02T01:00:00,4.431
2024-09-02T02:00:00,4.073
2024-09-02T03:00:00,3.955
2024-09-02T04:00:00,4.13
2024-09-02T05:00:00,4.019
2024-09-02T06:00:00,4.033
2024-09-02T07:00:00,3.878
2024-09-02T08:00:00,3.581
2024-09-02T09:00:00,3.537
2024-09-02T10:00:00,4.196
2024-09-02T11:00:00,3.917
2024-09-02T12:00:00,3.821
2024-09-02T13:00:00,4.003
2024-09-02T14:00:00,4.238
2024-09-02T15:00:00,4.054
2024-09-02T16:00:00,3.803
2024-09-02T17:00:00,4.368
2024-09-02T18:00:00,4.474
2024-09-02T19:00:00,4.148
2024-09-02T20:00:00,4.292
2024-09-02T21:00:00,4.373
2024-09-02T22:00:00,4.339
2024-09-02T23:00:00,4.184
2024-09-03T00:00:00,4.18
2024-09-03T01:00:00,4.156
2024-09-03T02:00:00,3.671
2024-09-03T03:00:00,4.21
2024-09-03T04:00:00,3.593
2024-09-03T05:00:00,3.762
2024-09-03T06:00:00,4.391
2024-09-03T07:00:00,4.252
2024-09-03T08:00:00,4.446
2024-09-03T09:00:00,3.918
2024-09-03T10:00:00,7.939
2024-09-03T11:00:00,12.408
2024-09-03T12:00:00,17.543
2024-09-03T13:00:00,22.164
2024-09-03T14:00:00,17.104
2024-09-03T15:00:00,13.013
2024-09-03T16:00:00,8.785
2024-09-03T17:00:00,4.309
2024-09-03T18:00:00,4.135
2024-09-03T19:00:00,4.001
2024-09-03T20:00:00,3.775
2024-09-03T21:00:00,3.929
2024-09-03T22:00:00,3.945
2024-09-03T23:00:00,3.919
2024-09-04T00:00:00,4.531
2024-09-04T01:00:00,3.97
2024-09-04T02:00:00,3.927
2024-09-04T03:00:00,3.371
2024-09-04T04:00:00,3.732
2024-09-04T05:00:00,3.921
2024-09-04T06:00:00,3.794
2024-09-04T07:00:00,4.415
2024-09-04T08:00:00,3.951
2024-09-04T09:00:00,4.387
2024-09-04T10:00:00,4.019
2024-09-04T11:00:00,4.011
2024-09-04T12:00:00,3.973
2024-09-04T13:00:00,4.001
2024-09-04T14:00:00,4.516
2024-09-04T15:00:00,3.304
2024-09-04T16:00:00,3.4
2024-09-04T17:00:00,3.837
2024-09-04T18:00:00,4.004
2024-09-04T19:00:00,4.207
2024-09-04T20:00:00,4.142
2024-09-04T21:00:00,3.885
2024-09-04T22:00:00,4.306
2024-09-04T23:00:00,4.309
2024-09-05T00:00:00,4.055
2024-09-05T01:00:00,4.289
2024-09-05T02:00:00,4.082
2024-09-05T03:00:00,3.832
2024-09-05T04:00:00,4.209
2024-09-05T05:00:00,4.033
2024-09-05T06:00:00,4.0
2024-09-05T07:00:00,4.442
2024-09-05T08:00:00,3.265
2024-09-05T09:00:00,3.575
2024-09-05T10:00:00,3.644
2024-09-05T11:00:00,3.891
2024-09-05T12:00:00,3.924
2024-09-05T13:00:00,3.548
2024-09-05T14:00:00,3.704
2024-09-05T15:00:00,3.742
2024-09-05T16:00:00,4.737
2024-09-05T17:00:00,4.541
2024-09-05T18:00:00,3.876
2024-09-05T19:00:00,3.891
2024-09-05T20:00:00,3.655
2024-09-05T21:00:00,3.428
2024-09-05T22:00:00,3.965
2024-09-05T23:00:00,3.701
2024-09-06T00:00:00,3.975
2024-09-06T01:00:00,3.52
2024-09-06T02:00:00,3.771
2024-09-06T03:00:00,4.045
2024-09-06T04:00:00,4.11
2024-09-06T05:00:00,4.125
2024-09-06T06:00:00,3.604
2024-09-06T07:00:00,4.256
2024-09-06T08:00:00,3.76
2024-09-06T09:00:00,4.19
2024-09-06T10:00:00,3.997
2024-09-06T11:00:00,3.587
2024-09-06T12:00:00,3.905
2024-09-06T13:00:00,4.11
2024-09-06T14:00:00,4.184
2024-09-06T15:00:00,3.958
2024-09-06T16:00:00,4.46
2024-09-06T17:00:00,4.302
2024-09-06T18:00:00,3.923
2024-09-06T19:00:00,4.225
2024-09-06T20:00:00,4.58
2024-09-06T21:00:00,4.588
2024-09-06T22:00:00,3.632
2024-09-06T23:00:00,3.722
2024-09-07T00:00:00,4.445
2024-09-07T01:00:00,3.683
2024-09-07T02:00:00,3.603
2024-09-07T03:00:00,3.854
2024-09-07T04:00:00,4.126
2024-09-07T05:00:00,3.969
2024-09-07T06:00:00,3.805
2024-09-07T07:00:00,3.798
2024-09-07T08:00:00,3.786
2024-09-07T09:00:00,3.736
2024-09-07T10:00:00,4.684
2024-09-07T11:00:00,4.089
2024-09-07T12:00:00,4.266
2024-09-07T13:00:00,3.853
2024-09-07T14:00:00,3.944
2024-09-07T15:00:00,3.786
2024-09-07T16:00:00,3.204
2024-09-07T17:00:00,3.587
2024-09-07T18:00:00,3.457
2024-09-07T19:00:00,3.325
2024-09-07T20:00:00,3.641
2024-09-07T21:00:00,4.397
2024-09-07T22:00:00,3.987
2024-09-07T23:00:00,4.387
2024-09-08T00:00:00,4.123
2024-09-08T01:00:00,4.235
2024-09-08T02:00:00,3.73
2024-09-08T03:00:00,4.157
2024-09-08T04:00:00,4.219
2024-09-08T05:00:00,3.827
2024-09-08T06:00:00,4.168
2024-09-08T07:00:00,4.17
2024-09-08T08:00:00,3.835
