timestamp,temperature_celsius
2024-09-01T08:00:00,4.091
2024-09-01T09:00:00,3.688
2024-09-01T10:00:00,4.225
2024-09-01T11:00:00,4.282
2024-09-01T12:00:00,3.415
2024-09-01T13:00:00,3.609
2024-09-01T14:00:00,4.038
2024-09-01T15:00:00,3.905
2024-09-01T16:00:00,3.995
2024-09-01T17:00:00,3.744
2024-09-01T18:00:00,4.264
2024-09-01T19:00:00,4.233
2024-09-01T20:00:00,4.02
2024-09-01T21:00:00,4.338
2024-09-01T22:00:00,4.14
2024-09-01T23:00:00,3.742
2024-09-02T00:00:00,4.111
2024-09-02T01:00:00,3.712
2024-09-02T02:00:00,4.264
2024-09-02T03:00:00,3.985
2024-09-02T04:00:00,3.945
2024-09-02T05:00:00,3.796
2024-09-02T06:00:00,4.367
2024-09-02T07:00:00,3.954
2024-09-02T08:00:00,3.872
2024-09-02T09:00:00,3.894
2024-09-02T10:00:00,4.16
2024-09-02T11:00:00,4.11
2024-09-02T12:00:00,4.124
2024-09-02T13:00:00,4.129
2024-09-02T14:00:00,4.642
2024-09-02T15:00:00,3.878
2024-09-02T16:00:00,3.846
2024-09-02T17:00:00,3.756
2024-09-02T18:00:00,4.185
2024-09-02T19:00:00,4.339
2024-09-02T20:00:00,3.966
2024-09-02T21:00:00,3.748
2024-09-02T22:00:00,3.753
2024-09-02T23:00:00,4.195
2024-09-03T00:00:00,4.223
2024-09-03T01:00:00,4.163
2024-09-03T02:00:00,3.8
2024-09-03T03:00:00,4.07
2024-09-03T04:00:00,4.035
2024-09-03T05:00:00,4.066
2024-09-03T06:00:00,4.261
2024-09-03T07:00:00,4.067
2024-09-03T08:00:00,4.204
2024-09-03T09:00:00,4.02
2024-09-03T10:00:00,4.087
2024-09-03T11:00:00,4.189
2024-09-03T12:00:00,3.563
2024-09-03T13:00:00,3.904
2024-09-03T14:00:00,3.859
2024-09-03T15:00:00,3.808
2024-09-03T16:00:00,3.917
2024-09-03T17:00:00,4.448
2024-09-03T18:00:00,3.74
2024-09-03T19:00:00,4.29
2024-09-03T20:00:00,3.495
2024-09-03T21:00:00,3.9
2024-09-03T22:00:00,4.049
