timestamp,temperature_celsius
2024-09-01T08:00:00,4.012
2024-09-01T09:00:00,3.906
2024-09-01T10:00:00,4.315
2024-09-01T11:00:00,3.797
2024-09-01T12:00:00,3.741
2024-09-01T13:00:00,4.144
2024-09-01T14:00:00,3.539
2024-09-01T15:00:00,4.117
2024-09-01T16:00:00,4.031
2024-09-01T17:00:00,3.956
2024-09-01T18:00:00,4.476
2024-09-01T19:00:00,3.813
2024-09-01T20:00:00,4.618
2024-09-01T21:00:00,3.932
2024-09-01T22:00:00,3.617
2024-09-01T23:00:00,4.021
2024-09-02T00:00:00,3.677
2024-09-02T01:00:00,3.774
2024-09-02T02:00:00,4.119
2024-09-02T03:00:00,4.167
2024-09-02T04:00:00,3.813
2024-09-02T05:00:00,4.296
2024-09-02T06:00:00,4.347
2024-09-02T07:00:00,4.431
2024-09-02T08:00:00,4.159
2024-09-02T09:00:00,4.409
2024-09-02T10:00:00,3.436
2024-09-02T11:00:00,3.905
2024-09-02T12:00:00,3.74
2024-09-02T13:00:00,4.036
2024-09-02T14:00:00,3.829
2024-09-02T15:00:00,3.95
2024-09-02T16:00:00,4.565
2024-09-02T17:00:00,3.949
2024-09-02T18:00:00,4.124
2024-09-02T19:00:00,3.93
2024-09-02T20:00:00,4.023
2024-09-02T21:00:00,4.002
2024-09-02T22:00:00,4.134
2024-09-02T23:00:00,4.35
2024-09-03T00:00:00,4.494
2024-09-03T01:00:00,4.093
2024-09-03T02:00:00,4.177
2024-09-03T03:00:00,3.655
2024-09-03T04:00:00,3.974
2024-09-03T05:00:00,4.282
2024-09-03T06:00:00,4.26
2024-09-03T07:00:00,4.063
2024-09-03T08:00:00,4.266
2024-09-03T09:00:00,4.147
2024-09-03T10:00:00,4.36
2024-09-03T11:00:00,4.087
2024-09-03T12:00:00,3.893
2024-09-03T13:00:00,4.101
2024-09-03T14:00:00,3.121
2024-09-03T15:00:00,4.115
2024-09-03T16:00:00,2.905
2024-09-03T17:00:00,3.483
2024-09-03T18:00:00,4.136
2024-09-03T19:00:00,4.143
2024-09-03T20:00:00,3.651
2024-09-04T04:00:00,4.039
2024-09-04T05:00:00,3.699
2024-09-04T06:00:00,3.967
2024-09-04T07:00:00,3.989
2024-09-04T08:00:00,3.591
2024-09-04T09:00:00,3.923
2024-09-04T10:00:00,3.777
2024-09-04T11:00:00,4.277
2024-09-04T12:00:00,4.01
2024-09-04T13:00:00,3.915
2024-09-04T14:00:00,3.968
2024-09-04T15:00:00,4.067
2024-09-04T16:00:00,4.185
2024-09-04T17:00:00,3.7
2024-09-04T18:00:00,3.688
2024-09-04T19:00:00,4.331
2024-09-04T20:00:00,3.876
2024-09-04T21:00:00,3.575
2024-09-04T22:00:00,4.133
2024-09-04T23:00:00,4.139
2024-09-05T00:00:00,3.541
2024-09-05T01:00:00,4.069
2024-09-05T02:00:00,4.221
2024-09-05T03:00:00,4.112
2024-09-05T04:00:00,4.19
2024-09-05T05:00:00,3.579
2024-09-05T06:00:00,4.099
2024-09-05T07:00:00,3.909
2024-09-05T08:00:00,3.855
2024-09-05T09:00:00,4.261
2024-09-05T10:00:00,4.444
2024-09-05T11:00:00,4.538
2024-09-05T12:00:00,4.394
2024-09-05T13:00:00,3.967
2024-09-05T14:00:00,4.106
2024-09-05T15:00:00,4.23
2024-09-05T16:00:00,4.036
2024-09-05T17:00:00,4.039
2024-09-05T18:00:00,4.247
2024-09-05T19:00:00,3.982
2024-09-05T20:00:00,3.781
2024-09-05T21:00:00,3.876
2024-09-05T22:00:00,4.19
2024-09-05T23:00:00,4.001
2024-09-06T00:00:00,4.102
2024-09-06T01:00:00,4.201
2024-09-06T02:00:00,3.888
2024-09-06T03:00:00,4.227
2024-09-06T04:00:00,4.114
2024-09-06T05:00:00,3.63
2024-09-06T06:00:00,4.433
2024-09-06T07:00:00,3.85
2024-09-06T08:00:00,3.503
2024-09-06T09:00:00,3.686
2024-09-06T10:00:00,3.694
2024-09-06T11:00:00,4.016
2024-09-06T12:00:00,3.918
2024-09-06T13:00:00,3.899
2024-09-06T14:00:00,4.186
2024-09-06T15:00:00,4.102
2024-09-06T16:00:00,4.095
2024-09-06T17:00:00,4.123
2024-09-06T18:00:00,4.185
2024-09-06T19:00:00,3.368
2024-09-06T20:00:00,3.891
2024-09-06T21:00:00,3.346
2024-09-06T22:00:00,4.011
2024-09-06T23:00:00,3.999
2024-09-07T00:00:00,4.314
2024-09-07T01:00:00,4.356
2024-09-07T02:00:00,4.061
2024-09-07T03:00:00,3.85
2024-09-07T04:00:00,4.146
2024-09-07T05:00:00,3.842
2024-09-07T06:00:00,4.0
2024-09-07T07:00:00,4.296
2024-09-07T08:00:00,3.833
2024-09-07T09:00:00,4.242
2024-09-07T10:00:00,4.203
2024-09-07T11:00:00,3.714
2024-09-07T12:00:00,4.292
2024-09-07T13:00:00,4.21
2024-09-07T14:00:00,4.031
2024-09-07T15:00:00,3.771
2024-09-07T16:00:00,3.742
2024-09-07T17:00:00,3.839
2024-09-07T18:00:00,4.163
2024-09-07T19:00:00,3.713
2024-09-07T20:00:00,4.131
2024-09-07T21:00:00,3.627
2024-09-07T22:00:00,3.939
2024-09-07T23:00:00,4.033
2024-09-08T00:00:00,4.734
2024-09-08T01:00:00,3.587
2024-09-08T02:00:00,4.442
2024-09-08T03:00:00,4.045
2024-09-08T04:00:00,4.123
2024-09-08T05:00:00,4.036
2024-09-08T06:00:00,4.133
2024-09-08T07:00:00,3.954
2024-09-08T08:00:00,4.436
